source,target,relation,context,source_document,creation_timestamp
133,146,subclass of,Prescription Use X AND/OR Over-The-Counter Use _____\n(Per 21 CFR 801 Subpart 0) (21 CFR 801 Subpart C)\nPLEASE DO NOT WRITE BELOW THIS LINE -CONT,K101995.pdf.txt,2025-11-05T17:25:12.363134
32,124,instance of,NUE ON ANOTHI R P AGE,K101995.pdf.txt,2025-11-05T17:25:12.363134
25,9,part of,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
131,104,located in the administrative territorial entity,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB 45025\n91450 Jerusalem, Israel\nTelephone: +972-2-589-9115\nFax: +972-2-586-6680\nDEVICE INFORMATION\nTrade Name: Capnostream 20with",K072295.pdf.txt,2025-11-05T17:26:14.357407
131,103,country,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB 45025\n91450 Jerusalem, Israel\nTelephone: +972-2-589-9115\nFax: +972-2-586-6680\nDEVICE INFORMATION\nTrade Name: Capnostream 20with",K072295.pdf.txt,2025-11-05T17:26:14.357407
104,103,country,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB 45025\n91450 Jerusalem, Israel\nTelephone: +972-2-589-9115\nFax: +972-2-586-6680\nDEVICE INFORMATION\nTrade Name: Capnostream 20with",K072295.pdf.txt,2025-11-05T17:26:14.357407
174,131,manufacturer,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB 45025\n91450 Jerusalem, Israel\nTelephone: +972-2-589-9115\nFax: +972-2-586-6680\nDEVICE INFORMATION\nTrade Name: Capnostream 20with",K072295.pdf.txt,2025-11-05T17:26:14.357407
2,1,point in time,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB 45025\n91450 Jerusalem, Israel\nTelephone: +972-2-589-9115\nFax: +972-2-586-6680\nDEVICE INFORMATION\nTrade Name: Capnostream 20with",K072295.pdf.txt,2025-11-05T17:26:14.357407
54,175,instance of,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
259,183,subclass of,The host device displays parameters received from the respective modules and\ngenerates alarms when preset alarm thresholds are crossed.,K072295.pdf.txt,2025-11-05T17:26:14.357407
28,9,part of,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
67,152,subclass of,"A2software\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: B051971\nOridion Medical 1987 Ltd, 12SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\nPREDICATE DEVICE\nCapnostream 20with the new miniMediCO 2module adaptive averaging (A2) software is\nsubstantially equivalent to the following commercially available device:\nManufacturer Device 510(k)No.",K072295.pdf.txt,2025-11-05T17:26:14.357407
162,242,part of,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
242,162,has part,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
50,7,has part,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB 45025\n91450 Jerusalem, Israel\nTelephone: +972-2-589-9115\nFax: +972-2-586-6680\nDEVICE INFORMATION\nTrade Name: Capnostream 20with",K072295.pdf.txt,2025-11-05T17:26:14.357407
7,50,part of,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB 45025\n91450 Jerusalem, Israel\nTelephone: +972-2-589-9115\nFax: +972-2-586-6680\nDEVICE INFORMATION\nTrade Name: Capnostream 20with",K072295.pdf.txt,2025-11-05T17:26:14.357407
31,179,instance of,The miniMediCO 2capnography module software presented in this submission\nincludes an adaptive averaging algorithm defined as the A2Algorithm for calculating\nthe respiration rate from the C02 waveform introduced in software version 2.31 of the\nminiMediCO 2capnography module software.,K072295.pdf.txt,2025-11-05T17:26:14.357407
50,162,instance of,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
220,242,has part,"May 4th, 2006\nLtd\nDEVICE DESCRIPTION\nThe Capnostream 20bedside monitor is a two parameter monitor consisting of a\nminiMediCO 2capnography module and a pulse oximetry module implemented in a host\ndevice.",K072295.pdf.txt,2025-11-05T17:26:14.357407
242,220,part of,"May 4th, 2006\nLtd\nDEVICE DESCRIPTION\nThe Capnostream 20bedside monitor is a two parameter monitor consisting of a\nminiMediCO 2capnography module and a pulse oximetry module implemented in a host\ndevice.",K072295.pdf.txt,2025-11-05T17:26:14.357407
271,272,opposite of,The host triggers an\nalarm when the respiration rate high or respiration rate low thresholds have been\ncrossed.,K072295.pdf.txt,2025-11-05T17:26:14.357407
272,271,opposite of,The host triggers an\nalarm when the respiration rate high or respiration rate low thresholds have been\ncrossed.,K072295.pdf.txt,2025-11-05T17:26:14.357407
129,1,inception,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB 45025\n91450 Jerusalem, Israel\nTelephone: +972-2-589-9115\nFax: +972-2-586-6680\nDEVICE INFORMATION\nTrade Name: Capnostream 20with",K072295.pdf.txt,2025-11-05T17:26:14.357407
53,48,instance of,"A2software\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: B051971\nOridion Medical 1987 Ltd, 12SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\nPREDICATE DEVICE\nCapnostream 20with the new miniMediCO 2module adaptive averaging (A2) software is\nsubstantially equivalent to the following commercially available device:\nManufacturer Device 510(k)No.",K072295.pdf.txt,2025-11-05T17:26:14.357407
244,254,subclass of,"It is intended for use with neonatal,\npediatric and adult patients in hospitals, hospital type facilities, intra hospital transport and\nhome environments.\n",K072295.pdf.txt,2025-11-05T17:26:14.357407
55,135,instance of,"A2software\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: B051971\nOridion Medical 1987 Ltd, 12SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\nPREDICATE DEVICE\nCapnostream 20with the new miniMediCO 2module adaptive averaging (A2) software is\nsubstantially equivalent to the following commercially available device:\nManufacturer Device 510(k)No.",K072295.pdf.txt,2025-11-05T17:26:14.357407
160,255,has part,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
136,162,subclass of,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
53,178,use,"A2software\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: B051971\nOridion Medical 1987 Ltd, 12SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\nPREDICATE DEVICE\nCapnostream 20with the new miniMediCO 2module adaptive averaging (A2) software is\nsubstantially equivalent to the following commercially available device:\nManufacturer Device 510(k)No.",K072295.pdf.txt,2025-11-05T17:26:14.357407
215,184,subclass of,The miniMediCO 2capnography module software presented in this submission\nincludes an adaptive averaging algorithm defined as the A2Algorithm for calculating\nthe respiration rate from the C02 waveform introduced in software version 2.31 of the\nminiMediCO 2capnography module software.,K072295.pdf.txt,2025-11-05T17:26:14.357407
214,273,subclass of,A hazard analysis was carried out on the module with the new algorithms.,K072295.pdf.txt,2025-11-05T17:26:14.357407
35,6,part of,Attribute Capnostream 20Bedside Predicate Device-,K072295.pdf.txt,2025-11-05T17:26:14.357407
6,35,has part,Attribute Capnostream 20Bedside Predicate Device-,K072295.pdf.txt,2025-11-05T17:26:14.357407
252,48,instance of,"A2software\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: B051971\nOridion Medical 1987 Ltd, 12SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\nPREDICATE DEVICE\nCapnostream 20with the new miniMediCO 2module adaptive averaging (A2) software is\nsubstantially equivalent to the following commercially available device:\nManufacturer Device 510(k)No.",K072295.pdf.txt,2025-11-05T17:26:14.357407
245,228,subclass of,"Design Identical to MiniMediCO 2module in See K060065\nK060065 with the exception of\nsoftware version change from 2.20\nto 2.31\nWhere Used It is to be used by physicians, It is to be used by physicians, nurses and other\nnurses and other trained health trained health care providers in critical care\ncare providers in critical care patient settings, such as anesthesiology,\npatient settings, such as intensive care medicine, neonatal Intensive care\nanesthesiology, intensive care and other health care areas\nmedicine, neonatal Intensive care\nand other health care areas\nPerformance IS021647 IS021647\nStandards",K072295.pdf.txt,2025-11-05T17:26:14.357407
97,98,follows,ISO 9919 ISO 9919\nSafety IEC/EN60601-1 IEC/EN60601-1\nStandardsIEC/EN60601-1-2(2001) IEC/EN60601-1-2(2001)\nIEC60601-1-8 IEC60601-1-8\nUL60601-1 UL60601-1\nISO 14971 ISO 14971\nBiocompatibility There are no issues of There are no issues of biocompatibility for this\nbiocompatibility for this device and device and no biocompatibility testing was done.\n,K072295.pdf.txt,2025-11-05T17:26:14.357407
189,39,facet of,ISO 9919 ISO 9919\nSafety IEC/EN60601-1 IEC/EN60601-1\nStandardsIEC/EN60601-1-2(2001) IEC/EN60601-1-2(2001)\nIEC60601-1-8 IEC60601-1-8\nUL60601-1 UL60601-1\nISO 14971 ISO 14971\nBiocompatibility There are no issues of There are no issues of biocompatibility for this\nbiocompatibility for this device and device and no biocompatibility testing was done.\n,K072295.pdf.txt,2025-11-05T17:26:14.357407
169,279,different from,Sterility This device does not require This device does not require sterilization and is\nsterilization and is shipped marked shipped marked non-sterile.\n,K072295.pdf.txt,2025-11-05T17:26:14.357407
279,169,different from,Sterility This device does not require This device does not require sterilization and is\nsterilization and is shipped marked shipped marked non-sterile.\n,K072295.pdf.txt,2025-11-05T17:26:14.357407
178,162,instance of,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
136,75,subclass of,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB 45025\n91450 Jerusalem, Israel\nTelephone: +972-2-589-9115\nFax: +972-2-586-6680\nDEVICE INFORMATION\nTrade Name: Capnostream 20with",K072295.pdf.txt,2025-11-05T17:26:14.357407
87,149,subsidiary,18DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service\nFood and Drug Administration\n9200 Corporate Boulevard\nOCT .1 .,K072295.pdf.txt,2025-11-05T17:26:14.357407
130,1,inception,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB 45025\n91450 Jerusalem, Israel\nTelephone: +972-2-589-9115\nFax: +972-2-586-6680\nDEVICE INFORMATION\nTrade Name: Capnostream 20with",K072295.pdf.txt,2025-11-05T17:26:14.357407
240,181,subclass of,"The general controls provisions of the Act include\nrequirements for annual registration, listing of devices, good manufacturing practice,\nlabeling, and prohibitions against misbranding and adulteration.\n",K072295.pdf.txt,2025-11-05T17:26:14.357407
72,173,has part,"Existing major regulations affecting\nyour device can be found in the Code of Federal Regulations, Title 21, Parts 800 to 898.",K072295.pdf.txt,2025-11-05T17:26:14.357407
173,72,part of,"Existing major regulations affecting\nyour device can be found in the Code of Federal Regulations, Title 21, Parts 800 to 898.",K072295.pdf.txt,2025-11-05T17:26:14.357407
137,3,ranking,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
9,16,has part,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
9,14,has part,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
9,17,has part,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
9,11,has part,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
16,9,part of,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
14,9,part of,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
17,9,part of,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
11,9,part of,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
26,249,subclass of,"A2software\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: B051971\nOridion Medical 1987 Ltd, 12SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\nPREDICATE DEVICE\nCapnostream 20with the new miniMediCO 2module adaptive averaging (A2) software is\nsubstantially equivalent to the following commercially available device:\nManufacturer Device 510(k)No.",K072295.pdf.txt,2025-11-05T17:26:14.357407
136,70,instance of,"A2software\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: B051971\nOridion Medical 1987 Ltd, 12SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\nPREDICATE DEVICE\nCapnostream 20with the new miniMediCO 2module adaptive averaging (A2) software is\nsubstantially equivalent to the following commercially available device:\nManufacturer Device 510(k)No.",K072295.pdf.txt,2025-11-05T17:26:14.357407
121,19,part of,"Also, please note the regulation\nentitled, ""Misbranding by reference to premarket notification"" (21CFR Part 807.97).",K072295.pdf.txt,2025-11-05T17:26:14.357407
185,89,part of,"Design Identical to MiniMediCO 2module in See K060065\nK060065 with the exception of\nsoftware version change from 2.20\nto 2.31\nWhere Used It is to be used by physicians, It is to be used by physicians, nurses and other\nnurses and other trained health trained health care providers in critical care\ncare providers in critical care patient settings, such as anesthesiology,\npatient settings, such as intensive care medicine, neonatal Intensive care\nanesthesiology, intensive care and other health care areas\nmedicine, neonatal Intensive care\nand other health care areas\nPerformance IS021647 IS021647\nStandards",K072295.pdf.txt,2025-11-05T17:26:14.357407
89,185,has part,"Design Identical to MiniMediCO 2module in See K060065\nK060065 with the exception of\nsoftware version change from 2.20\nto 2.31\nWhere Used It is to be used by physicians, It is to be used by physicians, nurses and other\nnurses and other trained health trained health care providers in critical care\ncare providers in critical care patient settings, such as anesthesiology,\npatient settings, such as intensive care medicine, neonatal Intensive care\nanesthesiology, intensive care and other health care areas\nmedicine, neonatal Intensive care\nand other health care areas\nPerformance IS021647 IS021647\nStandards",K072295.pdf.txt,2025-11-05T17:26:14.357407
50,122,subclass of,~ 0 7 Z qc/-5-SPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n4. 510(k) Summary of Safety and Effectiveness\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR § 807.92 1 2\n(This document is not confidential)\nDATE,K072295.pdf.txt,2025-11-05T17:26:14.357407
148,12,part of,Prescription Use X AND/OR Over-The-Counter Use\n(Per 21 CFR 801 Subpart D),K072295.pdf.txt,2025-11-05T17:26:14.357407
12,148,has part,Prescription Use X AND/OR Over-The-Counter Use\n(Per 21 CFR 801 Subpart D),K072295.pdf.txt,2025-11-05T17:26:14.357407
100,89,part of,"Sincerely yours,\nChiu Lin, Ph.D.\nDirector\nDivision of Anesthesiology, General Hospital,\nInfection Control and Dental Devices\nOffice of Device Evaluation\nCenter for Devices and\nRadiological Health\nEnclosureSPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n3.",K072295.pdf.txt,2025-11-05T17:26:14.357407
24,80,manufacturer,"Sincerely yours,\nChiu Lin, Ph.D.\nDirector\nDivision of Anesthesiology, General Hospital,\nInfection Control and Dental Devices\nOffice of Device Evaluation\nCenter for Devices and\nRadiological Health\nEnclosureSPECIAL-CAPNOSTREAM20-Two Parameter Monitor With A2 Software CONFIDENTIAL\n3.",K072295.pdf.txt,2025-11-05T17:26:14.357407
27,29,instance of,@prefix 510k: <http://www.example.org/510k#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
266,29,uses,@prefix 510k: <http://www.example.org/510k#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
267,29,uses,@prefix 510k: <http://www.example.org/510k#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
30,224,part of,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
225,224,developer,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
128,266,has part,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
128,267,has part,@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
267,128,part of,@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
73,69,instance of,#################################################################\n#    Classes\n#################################################################\n\n### Core Submission Classes ###\n\n#,510k_Ontology.txt,2025-11-05T17:27:04.281881
23,145,subclass of,"<http://www.example.org/510k>\n  rdf:type owl:Ontology ;\n  rdfs:label ""510(k) Premarket Notification Ontology"" .\n\n",510k_Ontology.txt,2025-11-05T17:27:04.281881
170,266,has part,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
266,170,part of,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
23,203,subclass of,"<http://www.example.org/510k>\n  rdf:type owl:Ontology ;\n  rdfs:label ""510(k) Premarket Notification Ontology"" .\n\n",510k_Ontology.txt,2025-11-05T17:27:04.281881
117,266,has part,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
117,251,has part,@prefix owl: <http://www.w3.org/2002/07/owl#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
266,117,part of,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
251,117,part of,@prefix owl: <http://www.w3.org/2002/07/owl#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
233,232,facet of,[cite_start]A legally marketed device to which the new device is compared for substantial equivalence.,510k_Ontology.txt,2025-11-05T17:27:04.281881
266,144,subclass of,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
209,186,instance of,[cite_start]A legally marketed device to which the new device is compared for substantial equivalence.,510k_Ontology.txt,2025-11-05T17:27:04.281881
171,266,uses,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
266,171,used by,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
23,208,facet of,"<http://www.example.org/510k>\n  rdf:type owl:Ontology ;\n  rdfs:label ""510(k) Premarket Notification Ontology"" .\n\n",510k_Ontology.txt,2025-11-05T17:27:04.281881
266,251,part of,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
251,266,has part,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
177,197,instance of,[cite_start]The overarching class representing a single 510(k) Premarket Notification.,510k_Ontology.txt,2025-11-05T17:27:04.281881
266,82,use,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
282,196,subclass of,[cite_start]Information about tests conducted.,510k_Ontology.txt,2025-11-05T17:27:04.281881
266,76,subclass of,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
177,230,facet of,[cite_start]The overarching class representing a single 510(k) Premarket Notification.,510k_Ontology.txt,2025-11-05T17:27:04.281881
266,285,instance of,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
276,203,part of,[cite_start]The device for which the 510(k) is being submitted.,510k_Ontology.txt,2025-11-05T17:27:04.281881
266,164,use,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
46,9,part of,"[cite_start]Evidence of compliance with quality system regulations (e.g., 21 CFR 820).",510k_Ontology.txt,2025-11-05T17:27:04.281881
153,266,has part,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
266,153,part of,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
177,278,subclass of,[cite_start]The overarching class representing a single 510(k) Premarket Notification.,510k_Ontology.txt,2025-11-05T17:27:04.281881
79,126,has part,[cite: 11]\n510k:Declaration rdf:type owl:Class .\n\n#################################################################\n#    Object Properties\n#################################################################\n\n510k:hasPredicateDevice rdf:type owl:ObjectProperty ;\n  rdfs:domain 510k:MedicalDevice ;\n  rdfs:range 510k:PredicateDevice .\n\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
126,79,part of,[cite: 11]\n510k:Declaration rdf:type owl:Class .\n\n#################################################################\n#    Object Properties\n#################################################################\n\n510k:hasPredicateDevice rdf:type owl:ObjectProperty ;\n  rdfs:domain 510k:MedicalDevice ;\n  rdfs:range 510k:PredicateDevice .\n\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
